orig,pert
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .","The OMX Nordic 40 (OMXN40) index, which consists of the 40 most heavily traded Nordic stocks on the Nasdaq OMX exchange, closed up 1.29% on Friday at 1,084.47 points."
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .","The OMSnap Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.2% at 1,084.47 points on Friday ."
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,Net sales fell by 33.2% from the third quarter of 2008 to EUR 130.5 mn .
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .","Neste Oil said that while results from its biomass-to-liquids demonstration plant, which was commissioned in June 2009, were encouraging, no decision had been made on a commercial plant."
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .","Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken ."
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,Sales in Finland rose by 4.0% and international growth was 0.9% .
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .","About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses ."
"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .","`` Lidskoe Pivo 's investment programme foresees the incorporate modernisation of production , updating transport and logistics substructure and developing new merchandising instrument , '' Mikshis state ."
"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .","`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said ."
"Profit per share was EUR 1.03 , up from EUR 0.87 .","Profit per share was EUR 1.03 , up from EUR 0.87 ."
As a result some 20 persons will no longer be needed .,As a result some 20 persons will no longer be needed .
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,insistence release 3 September 2009 Ruukki continue to be list in two Dow Mary Harris Jones Sustainability Indexes : DJSI universe and DJSI STOXX .
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,"Press Release September 3, 2009 Ruukki continues to be included in two Dow Jones Sustainability Indices: DJSI World and DJSI STOXX."
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOSnapX .
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Shares of Nokia Corp. rose Th after the cell phone shaper said its third-quarter profits almost doubled and its portion of the world-wide handset market increase .
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Nokia shares rose on Thursday after the phone maker said its third-quarter profit nearly doubled and its share of the global mobile phone market increased.
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .","Comparable net sales are expected to increase by more than 10% in 2008, in line with the group&#39;s goals."
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .","Comparable net sales are expected to increase more than 9.8% in 2008 , in line with group target ."
Other potential clients include public administration organizations investing in utility networks and services .,Other potential customers include public management organizations that invest in utility networks and services.
Other potential clients include public administration organizations investing in utility networks and services .,Other potential clients include public administration organizations investing in utility networks and services .
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,"The SeaWind cruise ship sailing from the Finnish port of Turku to Stockholm became stuck in ice at around 4pm on Wednesday, and the Regal Star&#39;s journey from the Swedish port of Kapelska to Paldiski in northwestern Estonia was cut short at 2am on Thursday."
